Issue_ID,Business_Unit,Issue_Type,Risk_Level,Date_Opened,Days_Open,SLA_Limit,SLA_Status,Remediation_Status
ISSUE-36136,Wealth Management,Transaction Monitoring,Low,2026-08-02,51,60,On-Track,Closed
ISSUE-47169,Retail Banking,AML,Medium,2026-07-08,45,30,Breached,Open
ISSUE-40470,Retail Banking,AML,High,2026-08-19,3,15,On-Track,In Progress
ISSUE-51991,Credit Cards,KYC,High,2026-07-29,24,15,Breached,In Progress
ISSUE-26960,Investment Banking,Fraud,Low,2026-08-06,30,60,On-Track,Closed
ISSUE-12546,Investment Banking,AML,Medium,2026-06-30,53,30,Breached,In Progress
ISSUE-39236,Credit Cards,AML,Low,2026-08-15,7,60,On-Track,Open
ISSUE-50998,Retail Banking,Transaction Monitoring,Medium,2026-08-07,2,30,On-Track,Closed
ISSUE-71737,Retail Banking,Transaction Monitoring,High,2026-07-15,38,15,Breached,In Progress
ISSUE-69270,Investment Banking,KYC,Low,2026-06-27,56,60,On-Track,Open
ISSUE-14487,Credit Cards,KYC,High,2026-05-09,105,15,Breached,In Progress
ISSUE-80463,Credit Cards,Transaction Monitoring,Low,2026-08-18,35,60,On-Track,Closed
ISSUE-44768,Wealth Management,AML,Low,2026-06-22,61,60,Breached,Open
ISSUE-71387,Retail Banking,Fraud,Medium,2026-06-12,71,30,Breached,Open
ISSUE-92043,Retail Banking,AML,Low,2026-06-24,59,60,On-Track,In Progress
ISSUE-93828,Retail Banking,Sanctions,High,2026-07-22,31,15,Breached,Open
ISSUE-57520,Credit Cards,KYC,Low,2026-06-29,54,60,On-Track,In Progress
ISSUE-53260,Credit Cards,KYC,Low,2026-04-30,114,60,Breached,In Progress
ISSUE-76787,Wealth Management,Transaction Monitoring,Low,2026-05-28,30,60,On-Track,Closed
ISSUE-51250,Investment Banking,KYC,High,2026-07-25,28,15,Breached,In Progress
ISSUE-61924,Wealth Management,AML,Low,2026-07-12,41,60,On-Track,Open
ISSUE-92301,Corporate Banking,Fraud,Low,2026-04-24,120,60,Breached,In Progress
ISSUE-96881,Investment Banking,KYC,Medium,2026-06-10,73,30,Breached,Open
ISSUE-71399,Investment Banking,Fraud,Medium,2026-07-23,30,30,On-Track,Open
ISSUE-79339,Credit Cards,Fraud,Low,2026-05-26,88,60,Breached,Open
ISSUE-65837,Investment Banking,Sanctions,Low,2026-05-02,46,60,On-Track,Closed
ISSUE-47874,Corporate Banking,KYC,High,2026-08-20,2,15,On-Track,Open
ISSUE-66323,Wealth Management,AML,Medium,2026-07-04,17,30,On-Track,Closed
ISSUE-38121,Corporate Banking,AML,Low,2026-04-30,29,60,On-Track,Closed
ISSUE-82313,Corporate Banking,Fraud,High,2026-08-05,17,15,Breached,In Progress
ISSUE-75053,Retail Banking,Transaction Monitoring,Medium,2026-05-07,24,30,On-Track,Closed
ISSUE-16149,Retail Banking,Sanctions,Medium,2026-06-20,63,30,Breached,In Progress
ISSUE-61702,Corporate Banking,Sanctions,Medium,2026-04-24,120,30,Breached,In Progress
ISSUE-31047,Retail Banking,KYC,Low,2026-05-29,7,60,On-Track,Closed
ISSUE-20050,Wealth Management,Sanctions,Low,2026-06-07,76,60,Breached,In Progress
ISSUE-53811,Corporate Banking,KYC,Low,2026-06-13,5,60,On-Track,Closed
ISSUE-12081,Retail Banking,AML,High,2026-07-21,1,15,On-Track,Closed
ISSUE-88101,Investment Banking,Sanctions,Low,2026-07-20,33,60,On-Track,Open
ISSUE-83172,Investment Banking,AML,Low,2026-06-18,65,60,Breached,In Progress
ISSUE-63038,Corporate Banking,KYC,Low,2026-05-11,103,60,Breached,Open
ISSUE-11397,Investment Banking,Sanctions,Medium,2026-06-29,7,30,On-Track,Closed
ISSUE-74348,Investment Banking,AML,High,2026-05-04,110,15,Breached,Open
ISSUE-26742,Retail Banking,AML,High,2026-06-23,60,15,Breached,In Progress
ISSUE-68721,Retail Banking,Transaction Monitoring,Medium,2026-06-06,2,30,On-Track,Closed
ISSUE-59759,Wealth Management,Transaction Monitoring,Low,2026-06-04,79,60,Breached,Open
ISSUE-66680,Investment Banking,KYC,High,2026-08-06,12,15,On-Track,Closed
ISSUE-32182,Credit Cards,AML,Low,2026-06-03,80,60,Breached,Open
ISSUE-14603,Credit Cards,Sanctions,Low,2026-07-05,48,60,On-Track,In Progress
ISSUE-11582,Investment Banking,Transaction Monitoring,Low,2026-05-04,110,60,Breached,Open
ISSUE-67591,Retail Banking,Transaction Monitoring,Medium,2026-07-15,38,30,Breached,In Progress
ISSUE-19781,Credit Cards,Fraud,Medium,2026-07-30,22,30,On-Track,Closed
ISSUE-35048,Credit Cards,Transaction Monitoring,Medium,2026-05-01,29,30,On-Track,Closed
ISSUE-73279,Investment Banking,Fraud,High,2026-07-17,36,15,Breached,In Progress
ISSUE-12193,Credit Cards,Transaction Monitoring,High,2026-04-29,115,15,Breached,Open
ISSUE-50566,Investment Banking,Sanctions,High,2026-08-11,16,15,Breached,Closed
ISSUE-15785,Investment Banking,KYC,Low,2026-07-16,10,60,On-Track,Closed
ISSUE-34975,Corporate Banking,Fraud,Low,2026-08-01,21,60,On-Track,In Progress
ISSUE-44340,Corporate Banking,Fraud,Low,2026-05-27,87,60,Breached,Open
ISSUE-89455,Wealth Management,AML,High,2026-05-30,84,15,Breached,In Progress
ISSUE-23924,Credit Cards,Fraud,Low,2026-06-02,81,60,Breached,In Progress
ISSUE-71500,Corporate Banking,Sanctions,Low,2026-07-17,36,60,On-Track,In Progress
ISSUE-77642,Retail Banking,AML,High,2026-08-13,2,15,On-Track,Closed
ISSUE-29898,Credit Cards,Fraud,High,2026-07-02,51,15,Breached,In Progress
ISSUE-98340,Credit Cards,AML,High,2026-07-01,9,15,On-Track,Closed
ISSUE-48786,Retail Banking,Fraud,High,2026-06-27,14,15,On-Track,Closed
ISSUE-30092,Credit Cards,Transaction Monitoring,Low,2026-07-13,40,60,On-Track,In Progress
ISSUE-20891,Wealth Management,Transaction Monitoring,Medium,2026-07-11,33,30,Breached,Closed
ISSUE-61377,Wealth Management,KYC,Medium,2026-08-02,20,30,On-Track,In Progress
ISSUE-17564,Retail Banking,Fraud,Low,2026-05-29,85,60,Breached,In Progress
ISSUE-52776,Credit Cards,KYC,Medium,2026-06-13,70,30,Breached,Open
ISSUE-44495,Credit Cards,Fraud,High,2026-08-13,5,15,On-Track,Closed
ISSUE-22392,Corporate Banking,KYC,Medium,2026-08-19,3,30,On-Track,In Progress
ISSUE-24666,Investment Banking,AML,High,2026-06-19,64,15,Breached,Open
ISSUE-48797,Investment Banking,Sanctions,Low,2026-05-13,6,60,On-Track,Closed
ISSUE-88962,Investment Banking,Transaction Monitoring,Medium,2026-07-28,25,30,On-Track,In Progress
ISSUE-31985,Retail Banking,Fraud,Medium,2026-07-20,33,30,Breached,In Progress
ISSUE-45461,Wealth Management,Transaction Monitoring,Medium,2026-04-28,20,30,On-Track,Closed
ISSUE-90656,Credit Cards,AML,High,2026-06-08,9,15,On-Track,Closed
ISSUE-81578,Investment Banking,KYC,High,2026-04-27,20,15,Breached,Closed
ISSUE-15440,Credit Cards,Sanctions,Low,2026-06-17,46,60,On-Track,Closed
ISSUE-99304,Credit Cards,Transaction Monitoring,Medium,2026-06-08,75,30,Breached,Open
ISSUE-76861,Wealth Management,KYC,Medium,2026-05-12,102,30,Breached,In Progress
ISSUE-54526,Credit Cards,KYC,Medium,2026-05-27,33,30,Breached,Closed
ISSUE-70402,Corporate Banking,Transaction Monitoring,High,2026-06-11,3,15,On-Track,Closed
ISSUE-55761,Wealth Management,Transaction Monitoring,Medium,2026-08-10,12,30,On-Track,In Progress
ISSUE-32813,Credit Cards,Transaction Monitoring,Low,2026-05-03,111,60,Breached,Open
ISSUE-50390,Investment Banking,KYC,Medium,2026-06-22,61,30,Breached,Open
ISSUE-99173,Corporate Banking,Fraud,Medium,2026-06-14,69,30,Breached,Open
ISSUE-43568,Retail Banking,AML,Low,2026-06-29,54,60,On-Track,In Progress
ISSUE-43269,Wealth Management,Sanctions,High,2026-08-14,8,15,On-Track,Open
ISSUE-63294,Credit Cards,Sanctions,Medium,2026-05-25,89,30,Breached,Open
ISSUE-92920,Credit Cards,Sanctions,High,2026-06-03,15,15,On-Track,Closed
ISSUE-32827,Credit Cards,Transaction Monitoring,Medium,2026-06-22,1,30,On-Track,Closed
ISSUE-74199,Credit Cards,Transaction Monitoring,High,2026-05-04,110,15,Breached,Open
ISSUE-20735,Corporate Banking,Transaction Monitoring,High,2026-07-12,41,15,Breached,In Progress
ISSUE-35987,Credit Cards,AML,High,2026-05-07,107,15,Breached,Open
ISSUE-53839,Credit Cards,AML,High,2026-04-24,15,15,On-Track,Closed
ISSUE-65008,Credit Cards,Sanctions,Low,2026-04-24,120,60,Breached,Open
ISSUE-31468,Corporate Banking,Sanctions,High,2026-05-02,16,15,Breached,Closed
ISSUE-33877,Wealth Management,Sanctions,Medium,2026-07-06,47,30,Breached,Open
ISSUE-46624,Corporate Banking,Fraud,High,2026-05-24,90,15,Breached,Open
ISSUE-13611,Corporate Banking,KYC,High,2026-06-22,16,15,Breached,Closed
ISSUE-63630,Retail Banking,Transaction Monitoring,Low,2026-06-28,55,60,On-Track,In Progress
ISSUE-81562,Investment Banking,Transaction Monitoring,Medium,2026-07-23,25,30,On-Track,Closed
ISSUE-64583,Retail Banking,AML,High,2026-08-01,21,15,Breached,Open
ISSUE-33234,Retail Banking,Sanctions,High,2026-05-18,18,15,Breached,Closed
ISSUE-16138,Wealth Management,Transaction Monitoring,High,2026-07-05,48,15,Breached,Open
ISSUE-18646,Retail Banking,Transaction Monitoring,Low,2026-06-04,79,60,Breached,In Progress
ISSUE-96457,Wealth Management,Sanctions,Medium,2026-05-09,105,30,Breached,In Progress
ISSUE-50422,Corporate Banking,AML,Low,2026-08-11,29,60,On-Track,Closed
ISSUE-60079,Corporate Banking,Transaction Monitoring,High,2026-06-24,59,15,Breached,Open
ISSUE-70653,Investment Banking,AML,Medium,2026-05-10,104,30,Breached,In Progress
ISSUE-31785,Retail Banking,Fraud,High,2026-08-20,2,15,On-Track,Open
ISSUE-83537,Corporate Banking,AML,Low,2026-06-04,79,60,Breached,In Progress
ISSUE-98244,Wealth Management,KYC,Medium,2026-05-16,98,30,Breached,In Progress
ISSUE-90168,Retail Banking,Transaction Monitoring,Medium,2026-05-04,110,30,Breached,Open
ISSUE-59200,Corporate Banking,Transaction Monitoring,Low,2026-06-08,1,60,On-Track,Closed
ISSUE-91972,Retail Banking,AML,Medium,2026-05-27,87,30,Breached,Open
ISSUE-98716,Investment Banking,KYC,High,2026-08-12,10,15,On-Track,In Progress
ISSUE-63872,Retail Banking,Transaction Monitoring,High,2026-07-13,40,15,Breached,Open
ISSUE-81394,Corporate Banking,Sanctions,Medium,2026-04-26,3,30,On-Track,Closed
ISSUE-79991,Credit Cards,Fraud,Low,2026-07-25,28,60,On-Track,In Progress
ISSUE-98156,Corporate Banking,KYC,Medium,2026-05-09,35,30,Breached,Closed
ISSUE-16931,Retail Banking,KYC,Low,2026-06-05,56,60,On-Track,Closed
ISSUE-15892,Investment Banking,Sanctions,Medium,2026-08-10,12,30,On-Track,In Progress
ISSUE-79945,Wealth Management,Fraud,High,2026-06-30,53,15,Breached,Open
ISSUE-91649,Investment Banking,Sanctions,High,2026-05-11,103,15,Breached,Open
ISSUE-67045,Investment Banking,KYC,Low,2026-05-27,36,60,On-Track,Closed
ISSUE-94505,Retail Banking,AML,Medium,2026-06-14,69,30,Breached,Open
ISSUE-60774,Wealth Management,Sanctions,Low,2026-08-16,6,60,On-Track,Open
ISSUE-97071,Retail Banking,Sanctions,High,2026-07-01,52,15,Breached,Open
ISSUE-39512,Investment Banking,Fraud,Medium,2026-08-09,13,30,On-Track,In Progress
ISSUE-13405,Corporate Banking,Fraud,High,2026-06-21,62,15,Breached,Open
ISSUE-19624,Corporate Banking,Transaction Monitoring,Low,2026-04-24,120,60,Breached,Open
ISSUE-33817,Investment Banking,AML,Low,2026-08-14,8,60,On-Track,In Progress
ISSUE-82196,Investment Banking,KYC,Low,2026-05-05,109,60,Breached,In Progress
ISSUE-47853,Investment Banking,Sanctions,Medium,2026-07-07,46,30,Breached,In Progress
ISSUE-89908,Retail Banking,KYC,High,2026-07-31,22,15,Breached,Open
ISSUE-72386,Retail Banking,Fraud,Medium,2026-06-15,68,30,Breached,In Progress
ISSUE-61639,Retail Banking,AML,High,2026-06-02,17,15,Breached,Closed
ISSUE-85373,Investment Banking,KYC,Low,2026-04-25,119,60,Breached,In Progress
ISSUE-22491,Corporate Banking,Sanctions,Low,2026-07-27,26,60,On-Track,In Progress
ISSUE-23383,Corporate Banking,Transaction Monitoring,Low,2026-07-25,28,60,On-Track,Open
ISSUE-33257,Credit Cards,AML,Low,2026-07-29,24,60,On-Track,Open
ISSUE-34221,Wealth Management,Fraud,Low,2026-06-24,59,60,On-Track,In Progress
ISSUE-50242,Wealth Management,Fraud,Medium,2026-07-16,28,30,On-Track,Closed
ISSUE-82433,Credit Cards,AML,Medium,2026-08-12,10,30,On-Track,In Progress
ISSUE-68559,Retail Banking,Transaction Monitoring,Low,2026-06-10,73,60,Breached,Open
ISSUE-72831,Credit Cards,Transaction Monitoring,Medium,2026-08-12,10,30,On-Track,In Progress
ISSUE-79682,Investment Banking,Transaction Monitoring,High,2026-07-16,37,15,Breached,Open
ISSUE-31826,Corporate Banking,KYC,Medium,2026-04-30,114,30,Breached,In Progress
ISSUE-89901,Credit Cards,Fraud,Low,2026-04-27,117,60,Breached,In Progress
ISSUE-32408,Investment Banking,Fraud,Low,2026-08-05,7,60,On-Track,Closed
ISSUE-16265,Credit Cards,KYC,High,2026-06-19,8,15,On-Track,Closed
ISSUE-98927,Retail Banking,AML,Medium,2026-07-29,14,30,On-Track,Closed
ISSUE-71454,Wealth Management,Transaction Monitoring,Medium,2026-08-02,20,30,On-Track,Open
ISSUE-66453,Investment Banking,Sanctions,Low,2026-06-25,47,60,On-Track,Closed
ISSUE-85825,Wealth Management,Fraud,Low,2026-07-17,36,60,On-Track,Open
ISSUE-95069,Investment Banking,KYC,Medium,2026-06-15,68,30,Breached,Open
ISSUE-73582,Corporate Banking,Fraud,Low,2026-08-04,18,60,On-Track,In Progress
ISSUE-86602,Credit Cards,KYC,High,2026-04-29,11,15,On-Track,Closed
ISSUE-64603,Corporate Banking,Sanctions,High,2026-04-27,10,15,On-Track,Closed
ISSUE-16616,Credit Cards,AML,High,2026-05-27,87,15,Breached,Open
ISSUE-42738,Investment Banking,Sanctions,High,2026-06-21,62,15,Breached,In Progress
ISSUE-42209,Corporate Banking,Sanctions,Medium,2026-08-06,5,30,On-Track,Closed
ISSUE-48330,Corporate Banking,Fraud,Medium,2026-07-21,32,30,Breached,In Progress
ISSUE-39191,Retail Banking,KYC,Medium,2026-08-07,28,30,On-Track,Closed
ISSUE-70932,Investment Banking,Sanctions,Medium,2026-05-22,92,30,Breached,Open
ISSUE-39669,Retail Banking,Sanctions,Low,2026-06-01,82,60,Breached,Open
ISSUE-43429,Wealth Management,Transaction Monitoring,Medium,2026-05-10,7,30,On-Track,Closed
ISSUE-26399,Corporate Banking,Sanctions,Medium,2026-05-25,89,30,Breached,Open
ISSUE-61916,Corporate Banking,Fraud,Low,2026-07-10,43,60,On-Track,In Progress
ISSUE-86916,Investment Banking,Sanctions,Medium,2026-07-16,7,30,On-Track,Closed
ISSUE-95984,Investment Banking,KYC,High,2026-08-10,12,15,On-Track,In Progress
ISSUE-79771,Wealth Management,AML,Medium,2026-08-07,15,30,On-Track,Open
ISSUE-69364,Investment Banking,Fraud,Low,2026-05-27,87,60,Breached,Open
ISSUE-54218,Wealth Management,Fraud,Low,2026-05-02,112,60,Breached,In Progress
ISSUE-93982,Retail Banking,AML,Low,2026-07-04,49,60,On-Track,Open
ISSUE-84236,Credit Cards,Sanctions,High,2026-05-11,103,15,Breached,Open
ISSUE-88361,Credit Cards,Transaction Monitoring,Medium,2026-04-27,17,30,On-Track,Closed
ISSUE-54158,Corporate Banking,Sanctions,Medium,2026-05-22,19,30,On-Track,Closed
ISSUE-29679,Credit Cards,KYC,High,2026-07-10,43,15,Breached,In Progress
ISSUE-69496,Credit Cards,Transaction Monitoring,Medium,2026-08-13,15,30,On-Track,Closed
ISSUE-68927,Wealth Management,Fraud,Medium,2026-05-08,106,30,Breached,Open
ISSUE-52929,Retail Banking,KYC,Low,2026-07-26,32,60,On-Track,Closed
ISSUE-52434,Wealth Management,Transaction Monitoring,Low,2026-06-05,49,60,On-Track,Closed
ISSUE-98212,Retail Banking,Fraud,Low,2026-06-20,63,60,Breached,Open
ISSUE-88373,Wealth Management,Transaction Monitoring,Low,2026-07-02,51,60,On-Track,In Progress
ISSUE-72888,Investment Banking,KYC,High,2026-08-12,10,15,On-Track,Open
ISSUE-80959,Retail Banking,Fraud,Low,2026-08-14,32,60,On-Track,Closed
ISSUE-16902,Retail Banking,KYC,Medium,2026-08-20,2,30,On-Track,In Progress
ISSUE-24939,Investment Banking,AML,Low,2026-08-18,5,60,On-Track,Closed
ISSUE-49664,Corporate Banking,Sanctions,High,2026-08-11,11,15,On-Track,Open
ISSUE-96730,Wealth Management,KYC,High,2026-04-26,118,15,Breached,In Progress
ISSUE-72110,Investment Banking,AML,High,2026-06-04,5,15,On-Track,Closed
ISSUE-53320,Retail Banking,Sanctions,Medium,2026-08-06,16,30,On-Track,Open
ISSUE-94348,Corporate Banking,Fraud,Low,2026-06-23,27,60,On-Track,Closed
ISSUE-39978,Investment Banking,KYC,High,2026-05-22,92,15,Breached,In Progress
ISSUE-32324,Investment Banking,Sanctions,High,2026-05-17,97,15,Breached,In Progress
ISSUE-65894,Credit Cards,Transaction Monitoring,High,2026-08-18,8,15,On-Track,Closed
ISSUE-61046,Corporate Banking,AML,Low,2026-08-04,18,60,On-Track,In Progress
ISSUE-32970,Credit Cards,Transaction Monitoring,Medium,2026-06-11,72,30,Breached,Open
ISSUE-21037,Wealth Management,KYC,High,2026-05-22,92,15,Breached,In Progress
ISSUE-27199,Retail Banking,Transaction Monitoring,High,2026-05-08,3,15,On-Track,Closed
ISSUE-74818,Corporate Banking,Transaction Monitoring,Low,2026-07-18,35,60,On-Track,Open
ISSUE-64423,Wealth Management,AML,Low,2026-07-02,48,60,On-Track,Closed
ISSUE-83314,Investment Banking,Fraud,Medium,2026-07-29,28,30,On-Track,Closed
ISSUE-54566,Investment Banking,Sanctions,Low,2026-05-26,88,60,Breached,Open
ISSUE-26345,Retail Banking,AML,Medium,2026-06-17,66,30,Breached,Open
ISSUE-94720,Credit Cards,Fraud,Medium,2026-06-27,56,30,Breached,Open
ISSUE-89986,Corporate Banking,AML,Medium,2026-08-17,5,30,On-Track,Open
ISSUE-91836,Wealth Management,Sanctions,Medium,2026-07-11,42,30,Breached,Open
ISSUE-76696,Credit Cards,AML,Medium,2026-06-30,53,30,Breached,In Progress
ISSUE-44914,Investment Banking,Transaction Monitoring,Low,2026-04-28,20,60,On-Track,Closed
ISSUE-23728,Corporate Banking,AML,High,2026-08-03,19,15,Breached,In Progress
ISSUE-13870,Retail Banking,Transaction Monitoring,Low,2026-05-12,102,60,Breached,In Progress
ISSUE-74032,Credit Cards,Fraud,High,2026-04-28,116,15,Breached,In Progress
ISSUE-32525,Wealth Management,Fraud,Medium,2026-07-17,28,30,On-Track,Closed
ISSUE-87396,Wealth Management,KYC,Low,2026-05-04,51,60,On-Track,Closed
ISSUE-89131,Corporate Banking,Sanctions,Low,2026-06-02,40,60,On-Track,Closed
ISSUE-30054,Retail Banking,Transaction Monitoring,Medium,2026-05-10,104,30,Breached,In Progress
ISSUE-75180,Credit Cards,Transaction Monitoring,High,2026-08-18,4,15,On-Track,Open
ISSUE-67573,Corporate Banking,KYC,Low,2026-05-10,104,60,Breached,Open
ISSUE-79837,Corporate Banking,Transaction Monitoring,Medium,2026-06-06,77,30,Breached,Open
ISSUE-41764,Credit Cards,Transaction Monitoring,Low,2026-06-08,75,60,Breached,Open
ISSUE-12670,Wealth Management,Transaction Monitoring,High,2026-05-03,111,15,Breached,Open
ISSUE-49720,Corporate Banking,AML,Medium,2026-06-06,77,30,Breached,Open
ISSUE-81573,Corporate Banking,Transaction Monitoring,Low,2026-07-30,23,60,On-Track,Open
ISSUE-24510,Credit Cards,Sanctions,Low,2026-06-21,62,60,Breached,In Progress
ISSUE-88228,Wealth Management,Sanctions,High,2026-06-24,59,15,Breached,In Progress
ISSUE-92544,Retail Banking,Transaction Monitoring,Medium,2026-06-20,63,30,Breached,Open
ISSUE-26048,Investment Banking,Fraud,Medium,2026-08-08,14,30,On-Track,In Progress
ISSUE-30283,Credit Cards,KYC,Low,2026-08-06,65,60,Breached,Closed
ISSUE-41414,Investment Banking,Sanctions,Low,2026-08-15,17,60,On-Track,Closed
ISSUE-27438,Credit Cards,Sanctions,Medium,2026-05-08,22,30,On-Track,Closed
ISSUE-60058,Wealth Management,Sanctions,High,2026-08-05,20,15,Breached,Closed
ISSUE-81346,Wealth Management,Transaction Monitoring,Medium,2026-06-26,57,30,Breached,In Progress
ISSUE-90210,Corporate Banking,KYC,High,2026-07-24,29,15,Breached,In Progress
ISSUE-34363,Corporate Banking,KYC,High,2026-07-02,51,15,Breached,Open
ISSUE-21125,Corporate Banking,KYC,Low,2026-07-20,33,60,On-Track,Open
ISSUE-59655,Investment Banking,KYC,Low,2026-05-29,51,60,On-Track,Closed
ISSUE-66252,Credit Cards,AML,Low,2026-06-01,41,60,On-Track,Closed
ISSUE-62511,Wealth Management,Sanctions,Low,2026-06-16,6,60,On-Track,Closed
ISSUE-26357,Retail Banking,Fraud,High,2026-08-05,17,15,Breached,Open
ISSUE-21376,Corporate Banking,AML,High,2026-07-31,22,15,Breached,In Progress
ISSUE-55852,Wealth Management,Fraud,Medium,2026-06-27,56,30,Breached,Open
ISSUE-69026,Wealth Management,Fraud,High,2026-07-14,10,15,On-Track,Closed
ISSUE-83443,Credit Cards,Sanctions,High,2026-07-25,28,15,Breached,Open
ISSUE-60491,Investment Banking,KYC,Low,2026-07-28,25,60,On-Track,Open
ISSUE-51578,Wealth Management,Transaction Monitoring,Low,2026-06-24,50,60,On-Track,Closed
ISSUE-46521,Corporate Banking,AML,High,2026-05-17,3,15,On-Track,Closed
ISSUE-85563,Investment Banking,KYC,Low,2026-07-30,23,60,On-Track,In Progress
ISSUE-41600,Corporate Banking,AML,Medium,2026-06-26,57,30,Breached,In Progress
ISSUE-54689,Wealth Management,Fraud,Medium,2026-07-01,35,30,Breached,Closed
ISSUE-68208,Corporate Banking,KYC,Medium,2026-05-21,30,30,On-Track,Closed
ISSUE-10259,Wealth Management,Fraud,Low,2026-07-02,15,60,On-Track,Closed
ISSUE-28994,Retail Banking,Fraud,Low,2026-05-20,94,60,Breached,In Progress
ISSUE-36976,Credit Cards,KYC,Medium,2026-06-14,69,30,Breached,Open
ISSUE-78195,Wealth Management,Fraud,Low,2026-06-20,63,60,Breached,Open
ISSUE-74399,Corporate Banking,Sanctions,High,2026-06-23,8,15,On-Track,Closed
ISSUE-33290,Credit Cards,AML,Low,2026-05-17,97,60,Breached,Open
ISSUE-39040,Retail Banking,AML,Medium,2026-06-07,76,30,Breached,In Progress
ISSUE-88159,Credit Cards,Sanctions,Medium,2026-07-28,31,30,Breached,Closed
ISSUE-90486,Wealth Management,Transaction Monitoring,Low,2026-06-15,68,60,Breached,Open
ISSUE-95334,Retail Banking,Fraud,Medium,2026-06-04,79,30,Breached,Open
ISSUE-35819,Investment Banking,KYC,High,2026-07-26,27,15,Breached,Open
ISSUE-34022,Credit Cards,Transaction Monitoring,Medium,2026-06-06,19,30,On-Track,Closed
ISSUE-16656,Credit Cards,AML,Medium,2026-07-07,46,30,Breached,Open
